"Project";"Task";"Note";"Start date & time";"End date & time";"Start date";"Start time";"End date";"End time";"Duration";"Duration in hours";"Tags";
"Уход за семьей";"Организация";"";"2 янв. 2021 г. 19:47:38";"2 янв. 2021 г. 20:03:53";"2 янв. 2021 г.";"19:47:38";"2 янв. 2021 г.";"20:03:53";"0:16";"0,27";"Дневник";
"Развлечения";"Интернет";"";"2 янв. 2021 г. 20:03:53";"2 янв. 2021 г. 20:08:55";"2 янв. 2021 г.";"20:03:53";"2 янв. 2021 г.";"20:08:55";"0:05";"0,08";"";
"Развлечения";"Интернет";"";"2 янв. 2021 г. 20:08:57";"2 янв. 2021 г. 20:48:51";"2 янв. 2021 г.";"20:08:57";"2 янв. 2021 г.";"20:48:51";"0:39";"0,67";"Фанфик";
"Развлечения";"Интернет";"";"2 янв. 2021 г. 20:48:51";"2 янв. 2021 г. 21:17:12";"2 янв. 2021 г.";"20:48:51";"2 янв. 2021 г.";"21:17:12";"0:28";"0,47";"";
"Здоровье";"Гигиена";"";"2 янв. 2021 г. 21:17:12";"2 янв. 2021 г. 21:20:33";"2 янв. 2021 г.";"21:17:12";"2 янв. 2021 г.";"21:20:33";"0:03";"0,06";"";
"Развлечения";"Интернет";"";"2 янв. 2021 г. 21:20:33";"2 янв. 2021 г. 21:34:34";"2 янв. 2021 г.";"21:20:33";"2 янв. 2021 г.";"21:34:34";"0:14";"0,23";"";
"Развлечения";"Игры";"";"2 янв. 2021 г. 21:34:34";"2 янв. 2021 г. 23:20:46";"2 янв. 2021 г.";"21:34:34";"2 янв. 2021 г.";"23:20:46";"1:46";"1,77";"";
"Развлечения";"Интернет";"";"2 янв. 2021 г. 23:20:46";"2 янв. 2021 г. 23:38:07";"2 янв. 2021 г.";"23:20:46";"2 янв. 2021 г.";"23:38:07";"0:17";"0,29";"";
"Прочее";"Сборы";"";"2 янв. 2021 г. 23:38:07";"2 янв. 2021 г. 23:42:54";"2 янв. 2021 г.";"23:38:07";"2 янв. 2021 г.";"23:42:54";"0:04";"0,08";"";
"Здоровье";"Гигиена";"";"2 янв. 2021 г. 23:42:54";"2 янв. 2021 г. 23:48:24";"2 янв. 2021 г.";"23:42:54";"2 янв. 2021 г.";"23:48:24";"0:05";"0,09";"Уход за кожей и/или волосами|Чистка зубов";
"Прочее";"Сборы";"";"2 янв. 2021 г. 23:48:24";"2 янв. 2021 г. 23:53:20";"2 янв. 2021 г.";"23:48:24";"2 янв. 2021 г.";"23:53:20";"0:04";"0,08";"";
"Общение";"Соцсети";"";"2 янв. 2021 г. 23:53:20";"3 янв. 2021 г. 00:03:48";"2 янв. 2021 г.";"23:53:20";"3 янв. 2021 г.";"00:03:48";"0:10";"0,17";"";
"Развитие";"Развивающее чтение/видео";"";"3 янв. 2021 г. 00:03:48";"3 янв. 2021 г. 00:16:22";"3 янв. 2021 г.";"00:03:48";"3 янв. 2021 г.";"00:16:22";"0:12";"0,21";"";
"Сон";"";"";"3 янв. 2021 г. 00:16:22";"3 янв. 2021 г. 08:07:36";"3 янв. 2021 г.";"00:16:22";"3 янв. 2021 г.";"08:07:36";"7:51";"7,85";"";
"Уход за семьей";"Уборка / стирка";"";"3 янв. 2021 г. 08:07:36";"3 янв. 2021 г. 08:10:58";"3 янв. 2021 г.";"08:07:36";"3 янв. 2021 г.";"08:10:58";"0:03";"0,06";"";
"Уход за семьей";"Организация";"";"3 янв. 2021 г. 08:10:58";"3 янв. 2021 г. 08:13:14";"3 янв. 2021 г.";"08:10:58";"3 янв. 2021 г.";"08:13:14";"0:02";"0,04";"";
"Развлечения";"Интернет";"";"3 янв. 2021 г. 08:13:14";"3 янв. 2021 г. 08:43:27";"3 янв. 2021 г.";"08:13:14";"3 янв. 2021 г.";"08:43:27";"0:30";"0,5";"";
"Сон";"";"";"3 янв. 2021 г. 08:43:27";"3 янв. 2021 г. 09:20:19";"3 янв. 2021 г.";"08:43:27";"3 янв. 2021 г.";"09:20:19";"0:36";"0,61";"";
"Развлечения";"Интернет";"";"3 янв. 2021 г. 09:20:19";"3 янв. 2021 г. 10:00:21";"3 янв. 2021 г.";"09:20:19";"3 янв. 2021 г.";"10:00:21";"0:40";"0,67";"";
"Развитие";"Расслабление";"";"3 янв. 2021 г. 10:00:21";"3 янв. 2021 г. 10:14:03";"3 янв. 2021 г.";"10:00:21";"3 янв. 2021 г.";"10:14:03";"0:13";"0,23";"";
"Уход за семьей";"Организация";"";"3 янв. 2021 г. 10:14:03";"3 янв. 2021 г. 10:16:07";"3 янв. 2021 г.";"10:14:03";"3 янв. 2021 г.";"10:16:07";"0:02";"0,03";"";
"Прочее";"Сборы";"";"3 янв. 2021 г. 10:16:07";"3 янв. 2021 г. 10:24:01";"3 янв. 2021 г.";"10:16:07";"3 янв. 2021 г.";"10:24:01";"0:07";"0,13";"";
"Здоровье";"Гигиена";"";"3 янв. 2021 г. 10:24:01";"3 янв. 2021 г. 10:27:02";"3 янв. 2021 г.";"10:24:01";"3 янв. 2021 г.";"10:27:02";"0:03";"0,05";"";
"Прочее";"Сборы";"";"3 янв. 2021 г. 10:27:02";"3 янв. 2021 г. 10:29:34";"3 янв. 2021 г.";"10:27:02";"3 янв. 2021 г.";"10:29:34";"0:02";"0,04";"";
"Развитие";"Медитация";"";"3 янв. 2021 г. 10:29:34";"3 янв. 2021 г. 10:40:17";"3 янв. 2021 г.";"10:29:34";"3 янв. 2021 г.";"10:40:17";"0:10";"0,18";"";
"Развитие";"Дневник";"";"3 янв. 2021 г. 10:40:17";"3 янв. 2021 г. 10:51:03";"3 янв. 2021 г.";"10:40:17";"3 янв. 2021 г.";"10:51:03";"0:10";"0,18";"Дневник";
"Продуктивность";"Исследование";"";"3 янв. 2021 г. 10:51:03";"3 янв. 2021 г. 10:55:20";"3 янв. 2021 г.";"10:51:03";"3 янв. 2021 г.";"10:55:20";"0:04";"0,07";"";
"Уход за семьей";"Готовка";"";"3 янв. 2021 г. 10:55:20";"3 янв. 2021 г. 11:00:57";"3 янв. 2021 г.";"10:55:20";"3 янв. 2021 г.";"11:00:57";"0:05";"0,09";"";
"Здоровье";"Еда";"";"3 янв. 2021 г. 11:00:57";"3 янв. 2021 г. 11:15:59";"3 янв. 2021 г.";"11:00:57";"3 янв. 2021 г.";"11:15:59";"0:15";"0,25";"";
"Уход за семьей";"Уборка / стирка";"";"3 янв. 2021 г. 11:15:59";"3 янв. 2021 г. 11:19:14";"3 янв. 2021 г.";"11:15:59";"3 янв. 2021 г.";"11:19:14";"0:03";"0,05";"";
"Уход за семьей";"Организация";"";"3 янв. 2021 г. 11:19:14";"3 янв. 2021 г. 11:29:01";"3 янв. 2021 г.";"11:19:14";"3 янв. 2021 г.";"11:29:01";"0:09";"0,16";"";
"Развлечения";"Игры";"";"3 янв. 2021 г. 11:29:01";"3 янв. 2021 г. 11:45:52";"3 янв. 2021 г.";"11:29:01";"3 янв. 2021 г.";"11:45:52";"0:16";"0,28";"";
"Общение";"Соцсети";"";"3 янв. 2021 г. 11:45:52";"3 янв. 2021 г. 11:48:33";"3 янв. 2021 г.";"11:45:52";"3 янв. 2021 г.";"11:48:33";"0:02";"0,04";"";
"Развлечения";"ТВ";"";"3 янв. 2021 г. 11:48:33";"3 янв. 2021 г. 12:48:21";"3 янв. 2021 г.";"11:48:33";"3 янв. 2021 г.";"12:48:21";"0:59";"1";"";
"Здоровье";"Гигиена";"";"3 янв. 2021 г. 12:48:21";"3 янв. 2021 г. 12:53:56";"3 янв. 2021 г.";"12:48:21";"3 янв. 2021 г.";"12:53:56";"0:05";"0,09";"";
"Уход за семьей";"Организация";"";"3 янв. 2021 г. 12:53:56";"3 янв. 2021 г. 12:57:57";"3 янв. 2021 г.";"12:53:56";"3 янв. 2021 г.";"12:57:57";"0:04";"0,07";"";
"Уход за семьей";"Уборка / стирка";"";"3 янв. 2021 г. 12:57:57";"3 янв. 2021 г. 13:02:38";"3 янв. 2021 г.";"12:57:57";"3 янв. 2021 г.";"13:02:38";"0:04";"0,08";"";
"Уход за семьей";"Готовка";"";"3 янв. 2021 г. 13:02:38";"3 янв. 2021 г. 13:24:57";"3 янв. 2021 г.";"13:02:38";"3 янв. 2021 г.";"13:24:57";"0:22";"0,37";"";
"Развитие";"Занятия музыкой";"";"3 янв. 2021 г. 13:25:18";"3 янв. 2021 г. 13:54:20";"3 янв. 2021 г.";"13:25:18";"3 янв. 2021 г.";"13:54:20";"0:29";"0,48";"";
"Общение";"Семья";"";"3 янв. 2021 г. 13:54:20";"3 янв. 2021 г. 13:58:49";"3 янв. 2021 г.";"13:54:20";"3 янв. 2021 г.";"13:58:49";"0:04";"0,07";"";
"Уход за семьей";"Готовка";"";"3 янв. 2021 г. 13:58:49";"3 янв. 2021 г. 14:03:36";"3 янв. 2021 г.";"13:58:49";"3 янв. 2021 г.";"14:03:36";"0:04";"0,08";"";
"Здоровье";"Еда";"";"3 янв. 2021 г. 14:03:36";"3 янв. 2021 г. 14:15:22";"3 янв. 2021 г.";"14:03:36";"3 янв. 2021 г.";"14:15:22";"0:11";"0,2";"";
"Развлечения";"ТВ";"";"3 янв. 2021 г. 14:15:22";"3 янв. 2021 г. 14:25:17";"3 янв. 2021 г.";"14:15:22";"3 янв. 2021 г.";"14:25:17";"0:09";"0,17";"";
"Уход за семьей";"Организация";"";"3 янв. 2021 г. 14:25:17";"3 янв. 2021 г. 14:30:59";"3 янв. 2021 г.";"14:25:17";"3 янв. 2021 г.";"14:30:59";"0:05";"0,09";"";
"Здоровье";"Гигиена";"";"3 янв. 2021 г. 14:30:59";"3 янв. 2021 г. 14:38:09";"3 янв. 2021 г.";"14:30:59";"3 янв. 2021 г.";"14:38:09";"0:07";"0,12";"Чаша";
"Уход за семьей";"Организация";"";"3 янв. 2021 г. 14:38:09";"3 янв. 2021 г. 14:54:36";"3 янв. 2021 г.";"14:38:09";"3 янв. 2021 г.";"14:54:36";"0:16";"0,27";"";
"Здоровье";"Физическая активность";"";"3 янв. 2021 г. 14:54:36";"3 янв. 2021 г. 15:00:27";"3 янв. 2021 г.";"14:54:36";"3 янв. 2021 г.";"15:00:27";"0:05";"0,1";"";
"Прочее";"Транспорт";"";"3 янв. 2021 г. 15:00:27";"3 янв. 2021 г. 16:01:24";"3 янв. 2021 г.";"15:00:27";"3 янв. 2021 г.";"16:01:24";"1:00";"1,02";"";
"Общение";"Свидание";"";"3 янв. 2021 г. 16:01:24";"3 янв. 2021 г. 18:41:36";"3 янв. 2021 г.";"16:01:24";"3 янв. 2021 г.";"18:41:36";"2:40";"2,67";"";
"Прочее";"Транспорт";"";"3 янв. 2021 г. 18:41:36";"3 янв. 2021 г. 19:19:02";"3 янв. 2021 г.";"18:41:36";"3 янв. 2021 г.";"19:19:02";"0:37";"0,62";"";
"Здоровье";"Физическая активность";"";"3 янв. 2021 г. 19:19:02";"3 янв. 2021 г. 19:25:59";"3 янв. 2021 г.";"19:19:02";"3 янв. 2021 г.";"19:25:59";"0:06";"0,12";"";
"Уход за семьей";"Магазин (и интернет-шопинг)";"";"3 янв. 2021 г. 19:25:59";"3 янв. 2021 г. 20:08:45";"3 янв. 2021 г.";"19:25:59";"3 янв. 2021 г.";"20:08:45";"0:42";"0,71";"";
"Прочее";"Транспорт";"";"3 янв. 2021 г. 20:08:45";"3 янв. 2021 г. 20:43:29";"3 янв. 2021 г.";"20:08:45";"3 янв. 2021 г.";"20:43:29";"0:34";"0,58";"";
"Прочее";"Сборы";"";"3 янв. 2021 г. 20:43:29";"3 янв. 2021 г. 20:49:08";"3 янв. 2021 г.";"20:43:29";"3 янв. 2021 г.";"20:49:08";"0:05";"0,09";"";
"Здоровье";"Еда";"";"3 янв. 2021 г. 20:49:08";"3 янв. 2021 г. 21:01:24";"3 янв. 2021 г.";"20:49:08";"3 янв. 2021 г.";"21:01:24";"0:12";"0,2";"";
"Прочее";"Сборы";"";"3 янв. 2021 г. 21:01:24";"3 янв. 2021 г. 21:02:46";"3 янв. 2021 г.";"21:01:24";"3 янв. 2021 г.";"21:02:46";"0:01";"0,02";"";
"Развлечения";"Интернет";"";"3 янв. 2021 г. 21:02:46";"3 янв. 2021 г. 21:10:54";"3 янв. 2021 г.";"21:02:46";"3 янв. 2021 г.";"21:10:54";"0:08";"0,14";"";
"Общение";"Животные";"";"3 янв. 2021 г. 21:10:54";"3 янв. 2021 г. 21:15:12";"3 янв. 2021 г.";"21:10:54";"3 янв. 2021 г.";"21:15:12";"0:04";"0,07";"";
"Развлечения";"Интернет";"";"3 янв. 2021 г. 21:15:12";"3 янв. 2021 г. 21:51:38";"3 янв. 2021 г.";"21:15:12";"3 янв. 2021 г.";"21:51:38";"0:36";"0,61";"";
"Развлечения";"Интернет";"";"3 янв. 2021 г. 21:51:38";"3 янв. 2021 г. 21:57:40";"3 янв. 2021 г.";"21:51:38";"3 янв. 2021 г.";"21:57:40";"0:06";"0,1";"";
"Общение";"Друзья";"";"3 янв. 2021 г. 21:57:40";"3 янв. 2021 г. 23:42:20";"3 янв. 2021 г.";"21:57:40";"3 янв. 2021 г.";"23:42:20";"1:44";"1,74";"";
"Уход за семьей";"Организация";"";"3 янв. 2021 г. 23:42:20";"3 янв. 2021 г. 23:45:09";"3 янв. 2021 г.";"23:42:20";"3 янв. 2021 г.";"23:45:09";"0:02";"0,05";"";
"Общение";"Соцсети";"";"3 янв. 2021 г. 23:45:09";"3 янв. 2021 г. 23:49:58";"3 янв. 2021 г.";"23:45:09";"3 янв. 2021 г.";"23:49:58";"0:04";"0,08";"";
"Развлечения";"Интернет";"";"3 янв. 2021 г. 23:49:58";"4 янв. 2021 г. 00:21:14";"3 янв. 2021 г.";"23:49:58";"4 янв. 2021 г.";"00:21:14";"0:31";"0,52";"";
"Прочее";"Сборы";"";"4 янв. 2021 г. 00:21:14";"4 янв. 2021 г. 00:26:24";"4 янв. 2021 г.";"00:21:14";"4 янв. 2021 г.";"00:26:24";"0:05";"0,09";"";
"Здоровье";"Гигиена";"";"4 янв. 2021 г. 00:26:24";"4 янв. 2021 г. 00:29:05";"4 янв. 2021 г.";"00:26:24";"4 янв. 2021 г.";"00:29:05";"0:02";"0,04";"";
"Сон";"";"";"4 янв. 2021 г. 00:29:05";"4 янв. 2021 г. 08:06:02";"4 янв. 2021 г.";"00:29:05";"4 янв. 2021 г.";"08:06:02";"7:36";"7,62";"";
"Общение";"Соцсети";"";"4 янв. 2021 г. 08:06:02";"4 янв. 2021 г. 08:07:43";"4 янв. 2021 г.";"08:06:02";"4 янв. 2021 г.";"08:07:43";"0:01";"0,03";"";
"Развлечения";"Интернет";"";"4 янв. 2021 г. 08:07:43";"4 янв. 2021 г. 08:29:27";"4 янв. 2021 г.";"08:07:43";"4 янв. 2021 г.";"08:29:27";"0:21";"0,36";"";
"Уход за семьей";"Организация";"";"4 янв. 2021 г. 08:29:27";"4 янв. 2021 г. 08:35:11";"4 янв. 2021 г.";"08:29:27";"4 янв. 2021 г.";"08:35:11";"0:05";"0,1";"";
"Развлечения";"Интернет";"";"4 янв. 2021 г. 08:35:11";"4 янв. 2021 г. 08:54:10";"4 янв. 2021 г.";"08:35:11";"4 янв. 2021 г.";"08:54:10";"0:18";"0,32";"";
"Уход за семьей";"Уборка / стирка";"";"4 янв. 2021 г. 08:54:10";"4 янв. 2021 г. 08:57:00";"4 янв. 2021 г.";"08:54:10";"4 янв. 2021 г.";"08:57:00";"0:02";"0,05";"";
"Развлечения";"Интернет";"";"4 янв. 2021 г. 08:57:00";"4 янв. 2021 г. 10:00:54";"4 янв. 2021 г.";"08:57:00";"4 янв. 2021 г.";"10:00:54";"1:03";"1,07";"";
"Сон";"";"";"4 янв. 2021 г. 10:00:54";"4 янв. 2021 г. 11:27:36";"4 янв. 2021 г.";"10:00:54";"4 янв. 2021 г.";"11:27:36";"1:26";"1,45";"";
"Развлечения";"Интернет";"";"4 янв. 2021 г. 11:27:36";"4 янв. 2021 г. 11:38:23";"4 янв. 2021 г.";"11:27:36";"4 янв. 2021 г.";"11:38:23";"0:10";"0,18";"";
"Развитие";"Расслабление";"";"4 янв. 2021 г. 11:38:23";"4 янв. 2021 г. 11:44:08";"4 янв. 2021 г.";"11:38:23";"4 янв. 2021 г.";"11:44:08";"0:05";"0,1";"";
"Развлечения";"Интернет";"";"4 янв. 2021 г. 11:44:08";"4 янв. 2021 г. 11:46:36";"4 янв. 2021 г.";"11:44:08";"4 янв. 2021 г.";"11:46:36";"0:02";"0,04";"";
"Уход за семьей";"Организация";"";"4 янв. 2021 г. 11:46:36";"4 янв. 2021 г. 11:47:40";"4 янв. 2021 г.";"11:46:36";"4 янв. 2021 г.";"11:47:40";"0:01";"0,02";"";
"Здоровье";"Гигиена";"";"4 янв. 2021 г. 11:47:40";"4 янв. 2021 г. 11:49:33";"4 янв. 2021 г.";"11:47:40";"4 янв. 2021 г.";"11:49:33";"0:01";"0,03";"";
"Прочее";"Сборы";"";"4 янв. 2021 г. 11:49:33";"4 янв. 2021 г. 11:54:40";"4 янв. 2021 г.";"11:49:33";"4 янв. 2021 г.";"11:54:40";"0:05";"0,09";"";
"Общение";"Семья";"";"4 янв. 2021 г. 11:54:40";"4 янв. 2021 г. 11:55:41";"4 янв. 2021 г.";"11:54:40";"4 янв. 2021 г.";"11:55:41";"0:01";"0,02";"";
"Уход за семьей";"Готовка";"";"4 янв. 2021 г. 11:55:41";"4 янв. 2021 г. 12:01:47";"4 янв. 2021 г.";"11:55:41";"4 янв. 2021 г.";"12:01:47";"0:06";"0,1";"";
"Здоровье";"Еда";"";"4 янв. 2021 г. 12:01:47";"4 янв. 2021 г. 12:18:50";"4 янв. 2021 г.";"12:01:47";"4 янв. 2021 г.";"12:18:50";"0:17";"0,28";"";
"Общение";"Семья";"";"4 янв. 2021 г. 12:18:50";"4 янв. 2021 г. 12:33:31";"4 янв. 2021 г.";"12:18:50";"4 янв. 2021 г.";"12:33:31";"0:14";"0,24";"Мама|Папа";
"Развитие";"Дневник";"";"4 янв. 2021 г. 12:33:31";"4 янв. 2021 г. 12:37:30";"4 янв. 2021 г.";"12:33:31";"4 янв. 2021 г.";"12:37:30";"0:03";"0,07";"Дневник";
"Общение";"Семья";"";"4 янв. 2021 г. 12:37:30";"4 янв. 2021 г. 12:50:51";"4 янв. 2021 г.";"12:37:30";"4 янв. 2021 г.";"12:50:51";"0:13";"0,22";"Мама";
"Развитие";"Дневник";"";"4 янв. 2021 г. 12:50:51";"4 янв. 2021 г. 13:00:52";"4 янв. 2021 г.";"12:50:51";"4 янв. 2021 г.";"13:00:52";"0:10";"0,17";"Дневник";
"Общение";"Соцсети";"";"4 янв. 2021 г. 13:00:52";"4 янв. 2021 г. 13:08:54";"4 янв. 2021 г.";"13:00:52";"4 янв. 2021 г.";"13:08:54";"0:08";"0,13";"";
"Развлечения";"Интернет";"";"4 янв. 2021 г. 13:08:54";"4 янв. 2021 г. 13:57:12";"4 янв. 2021 г.";"13:08:54";"4 янв. 2021 г.";"13:57:12";"0:48";"0,81";"";
"Общение";"Соцсети";"";"4 янв. 2021 г. 13:57:12";"4 янв. 2021 г. 14:00:53";"4 янв. 2021 г.";"13:57:12";"4 янв. 2021 г.";"14:00:53";"0:03";"0,06";"";
"Уход за семьей";"Готовка";"";"4 янв. 2021 г. 14:00:53";"4 янв. 2021 г. 14:07:03";"4 янв. 2021 г.";"14:00:53";"4 янв. 2021 г.";"14:07:03";"0:06";"0,1";"";
"Развлечения";"Интернет";"";"4 янв. 2021 г. 14:07:03";"4 янв. 2021 г. 14:19:05";"4 янв. 2021 г.";"14:07:03";"4 янв. 2021 г.";"14:19:05";"0:12";"0,2";"";
"Общение";"Семья";"";"4 янв. 2021 г. 14:19:05";"4 янв. 2021 г. 14:22:37";"4 янв. 2021 г.";"14:19:05";"4 янв. 2021 г.";"14:22:37";"0:03";"0,06";"Папа";
"Развлечения";"Интернет";"";"4 янв. 2021 г. 14:22:37";"4 янв. 2021 г. 14:48:48";"4 янв. 2021 г.";"14:22:37";"4 янв. 2021 г.";"14:48:48";"0:26";"0,44";"";
"Развитие";"Расслабление";"";"4 янв. 2021 г. 14:48:48";"4 янв. 2021 г. 14:49:52";"4 янв. 2021 г.";"14:48:48";"4 янв. 2021 г.";"14:49:52";"0:01";"0,02";"";
"Прочее";"Сборы";"";"4 янв. 2021 г. 14:49:52";"4 янв. 2021 г. 14:51:15";"4 янв. 2021 г.";"14:49:52";"4 янв. 2021 г.";"14:51:15";"0:01";"0,02";"";
"Развитие";"Занятия музыкой";"";"4 янв. 2021 г. 14:51:15";"4 янв. 2021 г. 14:58:37";"4 янв. 2021 г.";"14:51:15";"4 янв. 2021 г.";"14:58:37";"0:07";"0,12";"";
"Уход за семьей";"Организация";"";"4 янв. 2021 г. 14:58:37";"4 янв. 2021 г. 15:03:29";"4 янв. 2021 г.";"14:58:37";"4 янв. 2021 г.";"15:03:29";"0:04";"0,08";"";
"Уход за семьей";"Готовка";"";"4 янв. 2021 г. 15:03:29";"4 янв. 2021 г. 15:09:43";"4 янв. 2021 г.";"15:03:29";"4 янв. 2021 г.";"15:09:43";"0:06";"0,1";"";
"Здоровье";"Еда";"";"4 янв. 2021 г. 15:09:43";"4 янв. 2021 г. 15:22:05";"4 янв. 2021 г.";"15:09:43";"4 янв. 2021 г.";"15:22:05";"0:12";"0,21";"";
"Здоровье";"Гигиена";"";"4 янв. 2021 г. 15:22:05";"4 янв. 2021 г. 15:24:17";"4 янв. 2021 г.";"15:22:05";"4 янв. 2021 г.";"15:24:17";"0:02";"0,04";"";
"Общение";"Животные";"";"4 янв. 2021 г. 15:24:17";"4 янв. 2021 г. 15:31:19";"4 янв. 2021 г.";"15:24:17";"4 янв. 2021 г.";"15:31:19";"0:07";"0,12";"";
"Общение";"Соцсети";"";"4 янв. 2021 г. 15:31:19";"4 янв. 2021 г. 15:32:55";"4 янв. 2021 г.";"15:31:19";"4 янв. 2021 г.";"15:32:55";"0:01";"0,03";"";
"Развлечения";"Фильм";"";"4 янв. 2021 г. 15:32:55";"4 янв. 2021 г. 17:04:48";"4 янв. 2021 г.";"15:32:55";"4 янв. 2021 г.";"17:04:48";"1:31";"1,53";"";
"Общение";"Соцсети";"";"4 янв. 2021 г. 17:04:48";"4 янв. 2021 г. 17:06:07";"4 янв. 2021 г.";"17:04:48";"4 янв. 2021 г.";"17:06:07";"0:01";"0,02";"";
"Развлечения";"Интернет";"";"4 янв. 2021 г. 17:06:07";"4 янв. 2021 г. 17:17:32";"4 янв. 2021 г.";"17:06:07";"4 янв. 2021 г.";"17:17:32";"0:11";"0,19";"";
"Развлечения";"Игры";"";"4 янв. 2021 г. 17:17:32";"4 янв. 2021 г. 17:27:48";"4 янв. 2021 г.";"17:17:32";"4 янв. 2021 г.";"17:27:48";"0:10";"0,17";"";
"Прочее";"Сборы";"";"4 янв. 2021 г. 17:27:48";"4 янв. 2021 г. 17:35:10";"4 янв. 2021 г.";"17:27:48";"4 янв. 2021 г.";"17:35:10";"0:07";"0,12";"";
"Здоровье";"Физическая активность";"";"4 янв. 2021 г. 17:35:10";"4 янв. 2021 г. 17:51:28";"4 янв. 2021 г.";"17:35:10";"4 янв. 2021 г.";"17:51:28";"0:16";"0,27";"Фитнес";
"Здоровье";"Физическая активность";"";"4 янв. 2021 г. 17:51:30";"4 янв. 2021 г. 18:14:15";"4 янв. 2021 г.";"17:51:30";"4 янв. 2021 г.";"18:14:15";"0:22";"0,38";"Йога";
"Развлечения";"Интернет";"";"4 янв. 2021 г. 18:14:15";"4 янв. 2021 г. 18:27:57";"4 янв. 2021 г.";"18:14:15";"4 янв. 2021 г.";"18:27:57";"0:13";"0,23";"";
